2026-01-13 20:25:17 | INFO   | db.py::get_latest_group_id()          | ✏️ Trying to get the latest group_id
2026-01-13 20:25:17 | INFO   | _client.py::_send_single_request()    | HTTP Request: GET https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_order_groups?select=group_id&order=group_id.desc&limit=1 "HTTP/1.1 200 OK"
2026-01-13 20:25:17 | INFO   | db.py::get_latest_group_id()          | Retrieved data=[] count=0 from db
2026-01-13 20:25:17 | INFO   | db.py::get_latest_group_id()          | No latest groupId found from group_orders table
2026-01-13 20:25:18 | INFO   | binanceWebsocket.py::websocket_binance_event_listener() | Connecting to wss://fstream.binance.com/ws/VyKbW5FXBdgRSxyND7ww4KdCTjpoAEyeqSBJbpCsOWQG1Li7YFGdQmLrg9yyIslv
2026-01-13 20:25:18 | INFO   | binanceWebsocket.py::websocket_binance_event_listener() | ✅ Connected to Binance event listening websocket
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': 'TRADE_LITE', 'E': 1768307124289, 'T': 1768307124289, 's': 'SOLUSDT', 'q': '0.04', 'p': '0.0000', 'm': False, 'c': 'aos_coin_7VFAIgtKAvo5wDpxssqV', 'S': 'BUY', 'L': '141.8700', 'l': '0.04', 't': 3075223848, 'i': 189088390711}
2026-01-13 20:25:24 | INFO   | event_handler.py::event_parser()      | Ignoring events of type TRADE_LITE
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | ✏️ Trying to get the latest group_id
2026-01-13 20:25:24 | INFO   | _client.py::_send_single_request()    | HTTP Request: GET https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_order_groups?select=group_id&order=group_id.desc&limit=1 "HTTP/1.1 200 OK"
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | Retrieved data=[] count=0 from db
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | No latest groupId found from group_orders table
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': 'ORDER_TRADE_UPDATE', 'T': 1768307124289, 'E': 1768307124290, 'o': {'s': 'SOLUSDT', 'c': 'aos_coin_7VFAIgtKAvo5wDpxssqV', 'S': 'BUY', 'o': 'MARKET', 'f': 'GTC', 'q': '0.04', 'p': '0', 'ap': '0', 'sp': '0', 'x': 'NEW', 'X': 'NEW', 'i': 189088390711, 'l': '0', 'z': '0', 'L': '0', 'n': '0', 'N': 'USDT', 'T': 1768307124289, 't': 0, 'b': '0', 'a': '0', 'm': False, 'R': False, 'wt': 'CONTRACT_PRICE', 'ot': 'MARKET', 'ps': 'BOTH', 'cp': False, 'rp': '0', 'pP': False, 'si': 0, 'ss': 0, 'V': 'EXPIRE_MAKER', 'pm': 'NONE', 'gtd': 0, 'er': '0'}}
2026-01-13 20:25:24 | INFO   | event_handler.py::_parse_MO_order()   | Successfully parsed event, returning: {'order_id': 189088390711, 'status': 'NEW', 'symbol': 'SOLUSDT', 'side': 'BUY', 'type': 'MARKET', 'qty': '0.04', 'direction': 'LONG', 'created_at': 1768307124289}
2026-01-13 20:25:24 | INFO   | _client.py::_send_single_request()    | HTTP Request: GET https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_orders?select=%2A&order_id=eq.189088390711 "HTTP/1.1 200 OK"
2026-01-13 20:25:24 | INFO   | db.py::insertNewOrderByType()         | ✏️ Attempting to insert new order into DB... Order Type: MARKET
2026-01-13 20:25:24 | INFO   | db.py::insertNewOrderByType()         | Order Data: {'order_id': 189088390711, 'status': 'NEW', 'symbol': 'SOLUSDT', 'side': 'BUY', 'type': 'MARKET', 'qty': '0.04', 'direction': 'LONG', 'created_at': 1768307124289}
2026-01-13 20:25:24 | INFO   | _client.py::_send_single_request()    | HTTP Request: POST https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_orders "HTTP/1.1 201 Created"
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | ✏️ Trying to get the latest group_id
2026-01-13 20:25:24 | INFO   | _client.py::_send_single_request()    | HTTP Request: GET https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_order_groups?select=group_id&order=group_id.desc&limit=1 "HTTP/1.1 200 OK"
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | Retrieved data=[] count=0 from db
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | No latest groupId found from group_orders table
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 😱 Received new Binance event! Event: {'e': 'ACCOUNT_UPDATE', 'T': 1768307124290, 'E': 1768307124290, 'a': {'B': [{'a': 'USDT', 'wb': '1820.41215559', 'cw': '1820.41215559', 'bc': '0'}], 'P': [{'s': 'SOLUSDT', 'pa': '0.04', 'ep': '141.87', 'cr': '740.63859975', 'up': '0', 'mt': 'cross', 'iw': '0', 'ps': 'BOTH', 'ma': 'USDT', 'bep': '141.940935'}], 'm': 'ORDER'}}
2026-01-13 20:25:24 | INFO   | event_handler.py::event_parser()      | Ignoring events of type ACCOUNT_UPDATE
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | ✏️ Trying to get the latest group_id
2026-01-13 20:25:24 | INFO   | _client.py::_send_single_request()    | HTTP Request: GET https://dpiygxjxrqliujdupyxf.supabase.co/rest/v1/test_order_groups?select=group_id&order=group_id.desc&limit=1 "HTTP/1.1 200 OK"
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | Retrieved data=[] count=0 from db
2026-01-13 20:25:24 | INFO   | db.py::get_latest_group_id()          | No latest groupId found from group_orders table
2026-01-13 20:25:24 | INFO   | main.py::main()                       | 🔴 Awaiting next event in queue from Binance event websocket...
